-149.781	64.8501	-90.3827
-157.663	69.3477	-86.7094
-155.401	70.8454	-89.2165
-149.574	68.4881	-88.5099
-150.754	68.1603	-87.9356
-148.787	68.4011	-89.0271
-149.915	68.924	-88.5266
-1000	-1000	-1000
-152.705	43.9144	-87.4783
-166.715	60.666	-87.6787
-140.259	56.4214	-95.1058
-149.752	69.5622	-97.6178
-150.85	46.8775	-86.1845
-162.533	63.1496	-86.8139
-143.572	46.9121	-85.1831
-160.459	68.9761	-87.4232
