-160.198	55.911	-83.3341
-168.737	60.6618	-85.6242
-165.019	61.3811	-84.4858
-160.195	57.6398	-86.5889
-160.701	57.6238	-86.0598
-159.493	57.8021	-86.2545
-160.496	58.1718	-86.4531
-1000	-1000	-1000
-178.671	52.8555	-84.7095
-165.959	32.012	-83.2918
-159.676	61.0382	-77.6404
-150.707	44.6896	-77.0421
-174.167	53.6451	-85.9265
-163.606	35.7522	-85.9566
-170.727	60.2661	-86.0281
-156.065	35.9145	-85.62
